Stock,Species,Areas,AreaType,StockDescription
gti.27.nea,GTI,27.7.d,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.e,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.f,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.5.b.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.5.b.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.b,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.c,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.g,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.h,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.j,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.k,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.a,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.b,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.c,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.d,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.e,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.b,IC_Divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.3.a.21,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a.n,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a.s,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a.c.n,IC_AreaUnit,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a.c.s,IC_AreaUnit,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.3.a.20,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a.s.a,IC_AreaUnit,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a.s.c,IC_AreaUnit,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.2.a.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.2.a.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.b.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.b.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.5.a.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.5.a.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.6.b.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.6.b.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.c.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.c.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.j.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.j.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.k.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.7.k.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.d.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.d.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.e.1,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.8.e.2,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gti.27.nea,GTI,27.9.a.c,IC_Sub-divisions,Boreoatlantic gonate squid (Gonatus fabricii) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)
gug.27.3a47d,GUG,27.4,IC_Sub-areas,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.a,IC_Divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.a.e,IC_Sub-divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.a.w,IC_Sub-divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.3.a,IC_Divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.b,IC_Divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.c,IC_Divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.7.d,IC_Divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.3.a.21,IC_Sub-divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.3.a.20,IC_Sub-divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.b.e,IC_Sub-divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.b.w,IC_Sub-divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
gug.27.3a47d,GUG,27.4.outFU,IC_Divisions,Grey gurnard (Eutrigla gurnardus) in Subarea 4 and Divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)
guq.27.nea,GUQ,27.4,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.4.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.1,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.2,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.5,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.6,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.8,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.9,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.10,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.12,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.14,IC_Sub-areas,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.2.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.2.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.4.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.4.c,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.5.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.5.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.6.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.6.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.d,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.e,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.f,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.14.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.14.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.5.b.1,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.5.b.2,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.c.22,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.b.23,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.24,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.25,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.26,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.27,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.28,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.29,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.30,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.31,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.32,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.c,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.c,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.g,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.h,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.j,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.7.k,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.8.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.8.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.8.c,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.8.d,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.8.e,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.9.a,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.9.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27,IC_AreaTopLevel,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.a.21,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.a.20,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.28.1,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.3.d.28.2,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.12.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.1.b,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.2.a.1,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.2.a.2,IC_Sub-divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
guq.27.nea,GUQ,27.12.c,IC_Divisions,Leafscale gulper shark (Centrophorus squamosus) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)
