"Area_27","ICESNAME","Area"
"8.e","21D4","27.8.e"
"8.e","22D4","27.8.e"
"8.e","23D4","27.8.e"
"8.e","24D4","27.8.e"
"7.k","25D4","27.7.k"
"7.k","26D4","27.7.k"
"7.k","27D4","27.7.k"
"7.k","33D4","27.7.k"
"6.b","42D4","27.6.b"
"6.b","43D4","27.6.b"
"6.b","44D4","27.6.b"
"6.b","45D4","27.6.b"
"6.b","46D4","27.6.b"
"6.b","47D4","27.6.b"
"6.b","48D4","27.6.b"
"12.a","50D4","27.12.a"
"12.a","51D4","27.12.a"
"12.a","52D4","27.12.a"
"5.a","53D4","27.5.a"
"5.a","54D4","27.5.a"
"5.a","55D4","27.5.a"
"5.a","56D4","27.5.a"
"5.a","57D4","27.5.a"
"5.a","61D4","27.5.a"
"5.a","62D4","27.5.a"
"5.a","63D4","27.5.a"
"5.a","64D4","27.5.a"
"9.b","01D5","27.9.b"
"9.b","02D5","27.9.b"
"9.b","03D5","27.9.b"
"9.b","04D5","27.9.b"
"9.b","05D5","27.9.b"
"9.b","06D5","27.9.b"
"9.b","07D5","27.9.b"
"9.b","08D5","27.9.b"
"9.b","09D5","27.9.b"
"9.b","10D5","27.9.b"
"9.b","11D5","27.9.b"
"9.b","12D5","27.9.b"
"9.b","13D5","27.9.b"
"9.b","14D5","27.9.b"
"8.e","15D5","27.8.e"
"8.e","16D5","27.8.e"
"8.e","17D5","27.8.e"
"8.e","18D5","27.8.e"
"8.e","19D5","27.8.e"
"8.e","20D5","27.8.e"
"8.e","21D5","27.8.e"
"8.e","22D5","27.8.e"
"8.e","23D5","27.8.e"
"8.e","24D5","27.8.e"
"7.k","25D5","27.7.k"
"7.k","26D5","27.7.k"
"7.k","29D5","27.7.k"
"7.k","30D5","27.7.k"
"7.k","31D5","27.7.k"
"7.k","32D5","27.7.k"
"7.k","33D5","27.7.k"
"7.c","34D5","27.7.c"
"7.c","35D5","27.7.c"
"7.c","36D5","27.7.c"
"7.c","37D5","27.7.c"
"6.b","38D5","27.6.b"
"6.b","39D5","27.6.b"
"6.b","40D5","27.6.b"
"5.b","51D5","27.5.b"
"5.b","52D5","27.5.b"
"5.b","53D5","27.5.b"
"5.b","54D5","27.5.b"
"5.a","55D5","27.5.a"
"5.a","56D5","27.5.a"
"5.a","57D5","27.5.a"
"5.a","58D5","27.5.a"
"5.a","59D5","27.5.a"
"5.a","60D5","27.5.a"
"5.a","61D5","27.5.a"
"5.a","62D5","27.5.a"
"5.a","63D5","27.5.a"
"5.a","64D5","27.5.a"
"9.b","01D6","27.9.b"
"8.e","19D6","27.8.e"
"8.e","20D6","27.8.e"
"8.e","21D6","27.8.e"
"8.e","22D6","27.8.e"
"8.e","23D6","27.8.e"
"8.e","24D6","27.8.e"
"7.k","25D6","27.7.k"
"7.k","28D6","27.7.k"
"7.k","29D6","27.7.k"
"7.k","30D6","27.7.k"
"7.k","31D6","27.7.k"
"7.k","32D6","27.7.k"
"7.k","33D6","27.7.k"
"7.c","34D6","27.7.c"
"7.c","35D6","27.7.c"
"7.c","36D6","27.7.c"
"7.c","37D6","27.7.c"
"6.b","38D6","27.6.b"
"6.b","39D6","27.6.b"
"6.b","40D6","27.6.b"
"6.b","41D6","27.6.b"
"6.b","42D6","27.6.b"
"6.b","43D6","27.6.b"
"6.b","44D6","27.6.b"
"6.b","45D6","27.6.b"
"6.b","46D6","27.6.b"
"6.b","47D6","27.6.b"
"5.b","51D6","27.5.b"
"5.b","52D6","27.5.b"
"5.b","53D6","27.5.b"
"5.b","54D6","27.5.b"
"5.a","55D6","27.5.a"
"5.a","56D6","27.5.a"
"5.a","57D6","27.5.a"
"5.a","58D6","27.5.a"
"5.a","59D6","27.5.a"
"5.a","60D6","27.5.a"
"5.a","61D6","27.5.a"
"5.a","62D6","27.5.a"
"5.a","63D6","27.5.a"
"5.a","64D6","27.5.a"
"9.b","03D7","27.9.b"
"9.b","04D7","27.9.b"
"9.b","05D7","27.9.b"
"9.b","06D7","27.9.b"
"9.b","07D7","27.9.b"
"9.b","08D7","27.9.b"
"9.b","09D7","27.9.b"
"9.b","10D7","27.9.b"
"9.b","11D7","27.9.b"
"9.b","12D7","27.9.b"
"9.b","13D7","27.9.b"
"9.b","14D7","27.9.b"
"8.e","15D7","27.8.e"
"8.e","16D7","27.8.e"
"8.e","17D7","27.8.e"
"8.e","21D7","27.8.e"
"8.e","22D7","27.8.e"
"8.e","23D7","27.8.e"
"8.e","24D7","27.8.e"
"7.k","27D7","27.7.k"
"7.k","28D7","27.7.k"
"7.k","29D7","27.7.k"
"7.k","30D7","27.7.k"
"7.k","31D7","27.7.k"
"7.k","32D7","27.7.k"
"7.k","33D7","27.7.k"
"7.c","34D7","27.7.c"
"7.c","35D7","27.7.c"
"7.c","36D7","27.7.c"
"7.c","37D7","27.7.c"
"6.b","38D7","27.6.b"
"6.b","39D7","27.6.b"
"6.b","40D7","27.6.b"
"6.b","41D7","27.6.b"
"6.b","42D7","27.6.b"
"6.b","43D7","27.6.b"
"6.b","44D7","27.6.b"
"6.b","45D7","27.6.b"
"6.b","46D7","27.6.b"
"6.b","47D7","27.6.b"
"6.b","48D7","27.6.b"
"5.b","49D7","27.5.b"
"5.b","50D7","27.5.b"
"5.b","51D7","27.5.b"
"5.b","52D7","27.5.b"
"5.b","53D7","27.5.b"
"5.b","54D7","27.5.b"
"5.a","55D7","27.5.a"
"5.a","56D7","27.5.a"
"5.a","57D7","27.5.a"
"5.a","58D7","27.5.a"
"5.a","59D7","27.5.a"
"5.a","60D7","27.5.a"
"5.a","61D7","27.5.a"
"5.a","62D7","27.5.a"
"5.a","63D7","27.5.a"
"5.a","64D7","27.5.a"
"9.b","01D8","27.9.b"
"9.b","02D8","27.9.b"
"9.b","03D8","27.9.b"
"9.b","04D8","27.9.b"
"9.b","05D8","27.9.b"
"9.b","06D8","27.9.b"
"9.b","07D8","27.9.b"
"9.b","08D8","27.9.b"
"9.b","09D8","27.9.b"
"9.b","10D8","27.9.b"
"9.b","11D8","27.9.b"
"9.b","12D8","27.9.b"
"9.b","13D8","27.9.b"
"9.b","14D8","27.9.b"
"8.e","15D8","27.8.e"
"8.e","16D8","27.8.e"
"8.e","17D8","27.8.e"
"8.e","18D8","27.8.e"
"8.e","19D8","27.8.e"
"8.e","22D8","27.8.e"
"8.e","23D8","27.8.e"
"8.e","24D8","27.8.e"
"7.j","26D8","27.7.j"
"7.j","27D8","27.7.j"
"7.j","28D8","27.7.j"
"7.j","29D8","27.7.j"
"7.j","30D8","27.7.j"
"7.j","31D8","27.7.j"
"7.j","32D8","27.7.j"
"7.j","33D8","27.7.j"
"5.b","49D8","27.5.b"
"5.b","50D8","27.5.b"
"5.b","51D8","27.5.b"
"5.b","52D8","27.5.b"
"5.b","53D8","27.5.b"
"5.b","54D8","27.5.b"
"5.a","55D8","27.5.a"
"5.a","56D8","27.5.a"
"5.a","57D8","27.5.a"
"5.a","58D8","27.5.a"
"5.a","59D8","27.5.a"
"5.a","60D8","27.5.a"
"5.a","61D8","27.5.a"
"5.a","62D8","27.5.a"
"5.a","63D8","27.5.a"
"5.a","64D8","27.5.a"
"8.d","18D9","27.8.d"
"8.d","19D9","27.8.d"
"8.d","20D9","27.8.d"
"8.d","23D9","27.8.d"
"7.j","26D9","27.7.j"
"7.j","27D9","27.7.j"
"7.j","28D9","27.7.j"
"7.j","29D9","27.7.j"
"7.j","30D9","27.7.j"
"7.j","31D9","27.7.j"
"7.j","32D9","27.7.j"
"7.j","33D9","27.7.j"
"5.b","49D9","27.5.b"
"5.b","50D9","27.5.b"
"5.b","51D9","27.5.b"
"5.b","52D9","27.5.b"
"5.b","53D9","27.5.b"
"5.b","54D9","27.5.b"
"2.a","55D9","27.2.a"
"2.a","56D9","27.2.a"
"2.a","57D9","27.2.a"
"2.a","58D9","27.2.a"
"2.a","59D9","27.2.a"
"2.a","60D9","27.2.a"
"2.a","61D9","27.2.a"
"2.a","62D9","27.2.a"
"2.a","63D9","27.2.a"
"2.a","64D9","27.2.a"
"2.a","65D9","27.2.a"
"2.a","66D9","27.2.a"
"2.a","67D9","27.2.a"
"2.a","68D9","27.2.a"
"2.a","69D9","27.2.a"
"2.a","70D9","27.2.a"
"2.a","71D9","27.2.a"
"2.a","72D9","27.2.a"
"2.a","73D9","27.2.a"
"2.a","74D9","27.2.a"
"2.a","75D9","27.2.a"
"2.b","76D9","27.2.b"
"2.b","77D9","27.2.b"
"2.b","78D9","27.2.b"
"2.b","79D9","27.2.b"
"2.b","80D9","27.2.b"
"2.b","81D9","27.2.b"
"2.b","82D9","27.2.b"
"2.b","83D9","27.2.b"
"2.b","84D9","27.2.b"
"2.b","85D9","27.2.b"
"2.b","86D9","27.2.b"
"2.b","87D9","27.2.b"
"2.b","88D9","27.2.b"
"2.b","89D9","27.2.b"
"2.b","90D9","27.2.b"
"2.b","91D9","27.2.b"
"2.b","92D9","27.2.b"
"2.b","93D9","27.2.b"
"2.b","94D9","27.2.b"
"2.b","95D9","27.2.b"
"2.b","96D9","27.2.b"
"2.b","97D9","27.2.b"
"2.b","98D9","27.2.b"
"8.d","18E0","27.8.d"
"8.d","19E0","27.8.d"
"8.d","20E0","27.8.d"
"8.d","21E0","27.8.d"
"7.j","25E0","27.7.j"
"7.j","26E0","27.7.j"
"7.j","27E0","27.7.j"
"7.j","28E0","27.7.j"
"7.j","29E0","27.7.j"
"7.j","30E0","27.7.j"
"7.j","31E0","27.7.j"
"7.j","32E0","27.7.j"
"7.j","33E0","27.7.j"
"5.b","49E0","27.5.b"
"5.b","50E0","27.5.b"
"5.b","51E0","27.5.b"
"5.b","52E0","27.5.b"
"5.b","53E0","27.5.b"
"5.b","54E0","27.5.b"
"2.a","55E0","27.2.a"
"2.a","56E0","27.2.a"
"2.a","57E0","27.2.a"
"2.a","58E0","27.2.a"
"2.a","59E0","27.2.a"
"2.a","60E0","27.2.a"
"2.a","61E0","27.2.a"
"2.a","62E0","27.2.a"
"2.a","63E0","27.2.a"
"2.a","64E0","27.2.a"
"2.a","65E0","27.2.a"
"2.a","66E0","27.2.a"
"2.a","67E0","27.2.a"
"2.a","68E0","27.2.a"
"2.a","69E0","27.2.a"
"2.a","70E0","27.2.a"
"2.a","71E0","27.2.a"
"2.a","72E0","27.2.a"
"2.a","73E0","27.2.a"
"2.a","74E0","27.2.a"
"2.a","75E0","27.2.a"
"2.b","76E0","27.2.b"
"2.b","77E0","27.2.b"
"2.b","78E0","27.2.b"
"2.b","79E0","27.2.b"
"2.b","80E0","27.2.b"
"2.b","81E0","27.2.b"
"2.b","82E0","27.2.b"
"2.b","83E0","27.2.b"
"2.b","84E0","27.2.b"
"2.b","85E0","27.2.b"
"2.b","86E0","27.2.b"
"2.b","87E0","27.2.b"
"2.b","88E0","27.2.b"
"2.b","89E0","27.2.b"
"2.b","90E0","27.2.b"
"2.b","91E0","27.2.b"
"2.b","92E0","27.2.b"
"2.b","93E0","27.2.b"
"2.b","94E0","27.2.b"
"2.b","95E0","27.2.b"
"2.b","96E0","27.2.b"
"2.b","97E0","27.2.b"
"2.b","98E0","27.2.b"
"8.d","18E1","27.8.d"
"8.d","19E1","27.8.d"
"8.d","20E1","27.8.d"
"8.d","21E1","27.8.d"
"8.d","22E1","27.8.d"
"8.d","23E1","27.8.d"
"8.d","24E1","27.8.d"
"5.b","49E1","27.5.b"
"5.b","50E1","27.5.b"
"5.b","51E1","27.5.b"
"5.b","52E1","27.5.b"
"5.b","53E1","27.5.b"
"5.b","54E1","27.5.b"
"2.a","55E1","27.2.a"
"2.a","56E1","27.2.a"
"2.a","57E1","27.2.a"
"2.a","58E1","27.2.a"
"2.a","59E1","27.2.a"
"2.a","60E1","27.2.a"
"2.a","61E1","27.2.a"
"2.a","62E1","27.2.a"
"2.a","63E1","27.2.a"
"2.a","64E1","27.2.a"
"2.a","65E1","27.2.a"
"2.a","66E1","27.2.a"
"2.a","67E1","27.2.a"
"2.a","68E1","27.2.a"
"2.a","69E1","27.2.a"
"2.a","70E1","27.2.a"
"2.a","71E1","27.2.a"
"2.a","72E1","27.2.a"
"2.a","73E1","27.2.a"
"2.a","74E1","27.2.a"
"2.a","75E1","27.2.a"
"2.b","76E1","27.2.b"
"2.b","77E1","27.2.b"
"2.b","78E1","27.2.b"
"2.b","79E1","27.2.b"
"2.b","80E1","27.2.b"
"2.b","81E1","27.2.b"
"2.b","82E1","27.2.b"
"2.b","83E1","27.2.b"
"2.b","84E1","27.2.b"
"2.b","85E1","27.2.b"
"2.b","86E1","27.2.b"
"2.b","87E1","27.2.b"
"2.b","88E1","27.2.b"
"2.b","89E1","27.2.b"
"2.b","90E1","27.2.b"
"2.b","91E1","27.2.b"
"2.b","92E1","27.2.b"
"2.b","93E1","27.2.b"
"2.b","94E1","27.2.b"
"2.b","95E1","27.2.b"
"2.b","96E1","27.2.b"
"2.b","97E1","27.2.b"
"2.b","98E1","27.2.b"
"8.d","18E2","27.8.d"
"8.d","19E2","27.8.d"
"8.d","20E2","27.8.d"
"8.d","21E2","27.8.d"
"8.d","22E2","27.8.d"
"8.d","23E2","27.8.d"
"5.b","49E2","27.5.b"
"5.b","52E2","27.5.b"
"5.b","53E2","27.5.b"
"5.b","54E2","27.5.b"
"2.a","55E2","27.2.a"
"2.a","56E2","27.2.a"
"2.a","57E2","27.2.a"
"2.a","58E2","27.2.a"
"2.a","59E2","27.2.a"
"2.a","60E2","27.2.a"
"2.a","61E2","27.2.a"
"2.a","62E2","27.2.a"
"2.a","63E2","27.2.a"
"2.a","64E2","27.2.a"
"2.a","65E2","27.2.a"
"2.a","66E2","27.2.a"
"2.a","67E2","27.2.a"
"2.a","68E2","27.2.a"
"2.a","69E2","27.2.a"
"2.a","70E2","27.2.a"
"2.a","71E2","27.2.a"
"2.a","72E2","27.2.a"
"2.a","73E2","27.2.a"
"2.a","74E2","27.2.a"
"2.a","75E2","27.2.a"
"2.b","76E2","27.2.b"
"2.b","77E2","27.2.b"
"2.b","78E2","27.2.b"
"2.b","79E2","27.2.b"
"2.b","80E2","27.2.b"
"2.b","81E2","27.2.b"
"2.b","82E2","27.2.b"
"2.b","83E2","27.2.b"
"2.b","84E2","27.2.b"
"2.b","85E2","27.2.b"
"2.b","86E2","27.2.b"
"2.b","87E2","27.2.b"
"2.b","88E2","27.2.b"
"2.b","89E2","27.2.b"
"2.b","90E2","27.2.b"
"2.b","91E2","27.2.b"
"2.b","92E2","27.2.b"
"2.b","93E2","27.2.b"
"2.b","94E2","27.2.b"
"2.b","95E2","27.2.b"
"2.b","96E2","27.2.b"
"2.b","97E2","27.2.b"
"2.b","98E2","27.2.b"
"8.d","18E3","27.8.d"
"8.d","19E3","27.8.d"
"8.d","20E3","27.8.d"
"8.d","21E3","27.8.d"
"8.d","22E3","27.8.d"
"8.d","23E3","27.8.d"
"5.b","49E3","27.5.b"
"5.b","50E3","27.5.b"
"5.b","51E3","27.5.b"
"5.b","52E3","27.5.b"
"5.b","53E3","27.5.b"
"5.b","54E3","27.5.b"
"2.a","55E3","27.2.a"
"2.a","56E3","27.2.a"
"2.a","57E3","27.2.a"
"2.a","58E3","27.2.a"
"2.a","59E3","27.2.a"
"2.a","60E3","27.2.a"
"2.a","61E3","27.2.a"
"2.a","65E3","27.2.a"
"2.a","66E3","27.2.a"
"2.a","67E3","27.2.a"
"2.a","68E3","27.2.a"
"2.a","69E3","27.2.a"
"2.a","70E3","27.2.a"
"2.a","71E3","27.2.a"
"2.a","72E3","27.2.a"
"2.a","73E3","27.2.a"
"2.a","74E3","27.2.a"
"2.a","75E3","27.2.a"
"2.b","76E3","27.2.b"
"2.b","77E3","27.2.b"
"2.b","78E3","27.2.b"
"2.b","79E3","27.2.b"
"2.b","80E3","27.2.b"
"2.b","81E3","27.2.b"
"2.b","82E3","27.2.b"
"2.b","83E3","27.2.b"
"2.b","84E3","27.2.b"
"2.b","85E3","27.2.b"
"2.b","86E3","27.2.b"
"2.b","87E3","27.2.b"
"2.b","88E3","27.2.b"
"2.b","89E3","27.2.b"
"2.b","90E3","27.2.b"
"2.b","91E3","27.2.b"
"2.b","92E3","27.2.b"
"2.b","93E3","27.2.b"
"2.b","94E3","27.2.b"
"2.b","95E3","27.2.b"
"2.b","96E3","27.2.b"
"2.b","97E3","27.2.b"
"2.b","98E3","27.2.b"
"8.d","18E4","27.8.d"
"8.d","19E4","27.8.d"
"8.d","20E4","27.8.d"
"8.d","21E4","27.8.d"
"8.d","22E4","27.8.d"
"5.b","49E4","27.5.b"
"5.b","50E4","27.5.b"
"5.b","51E4","27.5.b"
"5.b","52E4","27.5.b"
"5.b","53E4","27.5.b"
"5.b","54E4","27.5.b"
"2.a","55E4","27.2.a"
"2.a","56E4","27.2.a"
"2.a","57E4","27.2.a"
"2.a","58E4","27.2.a"
"2.a","59E4","27.2.a"
"2.a","63E4","27.2.a"
"2.a","65E4","27.2.a"
"2.a","66E4","27.2.a"
"2.a","67E4","27.2.a"
"2.a","68E4","27.2.a"
"2.a","69E4","27.2.a"
"2.a","70E4","27.2.a"
"2.a","71E4","27.2.a"
"2.a","72E4","27.2.a"
"2.a","73E4","27.2.a"
"2.a","74E4","27.2.a"
"2.a","75E4","27.2.a"
"2.b","76E4","27.2.b"
"2.b","78E4","27.2.b"
"2.b","79E4","27.2.b"
"2.b","80E4","27.2.b"
"2.b","81E4","27.2.b"
"2.b","82E4","27.2.b"
"2.b","83E4","27.2.b"
"2.b","84E4","27.2.b"
"2.b","85E4","27.2.b"
"2.b","86E4","27.2.b"
"2.b","87E4","27.2.b"
"2.b","88E4","27.2.b"
"2.b","89E4","27.2.b"
"2.b","90E4","27.2.b"
"2.b","91E4","27.2.b"
"2.b","92E4","27.2.b"
"2.b","93E4","27.2.b"
"2.b","94E4","27.2.b"
"2.b","95E4","27.2.b"
"2.b","96E4","27.2.b"
"2.b","97E4","27.2.b"
"2.b","98E4","27.2.b"
"8.d","18E5","27.8.d"
"8.d","19E5","27.8.d"
"8.d","20E5","27.8.d"
"5.b","50E5","27.5.b"
"5.b","51E5","27.5.b"
"5.b","52E5","27.5.b"
"5.b","53E5","27.5.b"
"5.b","54E5","27.5.b"
"2.a","55E5","27.2.a"
"2.a","56E5","27.2.a"
"2.a","57E5","27.2.a"
"2.a","58E5","27.2.a"
"2.a","59E5","27.2.a"
"2.a","61E5","27.2.a"
"2.a","62E5","27.2.a"
"2.a","63E5","27.2.a"
"2.a","66E5","27.2.a"
"2.a","67E5","27.2.a"
"2.a","68E5","27.2.a"
"2.a","69E5","27.2.a"
"2.a","70E5","27.2.a"
"2.a","71E5","27.2.a"
"2.a","72E5","27.2.a"
"2.a","73E5","27.2.a"
"2.a","74E5","27.2.a"
"2.a","75E5","27.2.a"
"2.b","76E5","27.2.b"
"2.b","82E5","27.2.b"
"2.b","83E5","27.2.b"
"2.b","84E5","27.2.b"
"2.b","85E5","27.2.b"
"2.b","86E5","27.2.b"
"2.b","87E5","27.2.b"
"2.b","88E5","27.2.b"
"2.b","89E5","27.2.b"
"2.b","90E5","27.2.b"
"2.b","91E5","27.2.b"
"2.b","92E5","27.2.b"
"2.b","93E5","27.2.b"
"2.b","94E5","27.2.b"
"2.b","95E5","27.2.b"
"2.b","96E5","27.2.b"
"2.b","97E5","27.2.b"
"2.b","98E5","27.2.b"
"8.d","18E6","27.8.d"
"8.d","19E6","27.8.d"
"2.a","53E6","27.2.a"
"2.a","54E6","27.2.a"
"2.a","55E6","27.2.a"
"2.a","56E6","27.2.a"
"2.a","57E6","27.2.a"
"2.a","58E6","27.2.a"
"2.a","61E6","27.2.a"
"2.a","62E6","27.2.a"
"2.a","63E6","27.2.a"
"2.a","64E6","27.2.a"
"2.a","66E6","27.2.a"
"2.a","67E6","27.2.a"
"2.a","68E6","27.2.a"
"2.a","69E6","27.2.a"
"2.a","70E6","27.2.a"
"2.a","71E6","27.2.a"
"2.a","72E6","27.2.a"
"2.a","73E6","27.2.a"
"2.a","74E6","27.2.a"
"2.a","75E6","27.2.a"
"2.b","76E6","27.2.b"
"2.b","78E6","27.2.b"
"2.b","79E6","27.2.b"
"2.b","80E6","27.2.b"
"2.b","83E6","27.2.b"
"2.b","84E6","27.2.b"
"2.b","85E6","27.2.b"
"2.b","86E6","27.2.b"
"2.b","87E6","27.2.b"
"2.b","88E6","27.2.b"
"2.b","89E6","27.2.b"
"2.b","90E6","27.2.b"
"2.b","91E6","27.2.b"
"2.b","92E6","27.2.b"
"2.b","93E6","27.2.b"
"2.b","94E6","27.2.b"
"2.b","95E6","27.2.b"
"2.b","96E6","27.2.b"
"2.b","97E6","27.2.b"
"2.b","98E6","27.2.b"
"2.a","53E7","27.2.a"
"2.a","54E7","27.2.a"
"2.a","55E7","27.2.a"
"2.a","56E7","27.2.a"
"2.a","57E7","27.2.a"
"2.a","58E7","27.2.a"
"2.a","60E7","27.2.a"
"2.a","61E7","27.2.a"
"2.a","62E7","27.2.a"
"2.a","63E7","27.2.a"
"2.a","64E7","27.2.a"
"2.a","66E7","27.2.a"
"2.a","67E7","27.2.a"
"2.a","68E7","27.2.a"
"2.a","69E7","27.2.a"
"2.a","70E7","27.2.a"
"2.a","71E7","27.2.a"
"2.a","72E7","27.2.a"
"2.a","73E7","27.2.a"
"2.a","74E7","27.2.a"
"2.a","75E7","27.2.a"
"2.b","78E7","27.2.b"
"2.b","79E7","27.2.b"
"2.b","80E7","27.2.b"
"2.b","81E7","27.2.b"
"2.b","83E7","27.2.b"
"2.b","84E7","27.2.b"
"2.b","85E7","27.2.b"
"2.b","86E7","27.2.b"
"2.b","87E7","27.2.b"
"2.b","88E7","27.2.b"
"2.b","89E7","27.2.b"
"2.b","90E7","27.2.b"
"2.b","91E7","27.2.b"
"2.b","92E7","27.2.b"
"2.b","93E7","27.2.b"
"2.b","94E7","27.2.b"
"2.b","95E7","27.2.b"
"2.b","96E7","27.2.b"
"2.b","97E7","27.2.b"
"2.b","98E7","27.2.b"
"2.a","53E8","27.2.a"
"2.a","54E8","27.2.a"
"2.a","55E8","27.2.a"
"2.a","56E8","27.2.a"
"2.a","57E8","27.2.a"
"2.a","60E8","27.2.a"
"2.a","61E8","27.2.a"
"2.a","62E8","27.2.a"
"2.a","63E8","27.2.a"
"2.a","64E8","27.2.a"
"2.a","67E8","27.2.a"
"2.a","68E8","27.2.a"
"2.a","69E8","27.2.a"
"2.a","70E8","27.2.a"
"2.a","71E8","27.2.a"
"2.a","72E8","27.2.a"
"2.a","73E8","27.2.a"
"2.a","74E8","27.2.a"
"2.a","75E8","27.2.a"
"2.b","77E8","27.2.b"
"2.b","78E8","27.2.b"
"2.b","79E8","27.2.b"
"2.b","80E8","27.2.b"
"2.b","83E8","27.2.b"
"2.b","84E8","27.2.b"
"2.b","85E8","27.2.b"
"2.b","86E8","27.2.b"
"2.b","87E8","27.2.b"
"2.b","88E8","27.2.b"
"2.b","89E8","27.2.b"
"2.b","90E8","27.2.b"
"2.b","91E8","27.2.b"
"2.b","92E8","27.2.b"
"2.b","93E8","27.2.b"
"2.b","94E8","27.2.b"
"2.b","95E8","27.2.b"
"2.b","96E8","27.2.b"
"2.b","97E8","27.2.b"
"2.b","98E8","27.2.b"
"2.a","53E9","27.2.a"
"2.a","54E9","27.2.a"
"2.a","55E9","27.2.a"
"2.a","56E9","27.2.a"
"2.a","59E9","27.2.a"
"2.a","60E9","27.2.a"
"2.a","61E9","27.2.a"
"2.a","62E9","27.2.a"
"2.a","63E9","27.2.a"
"2.a","64E9","27.2.a"
"2.a","65E9","27.2.a"
"2.a","68E9","27.2.a"
"2.a","69E9","27.2.a"
"2.a","70E9","27.2.a"
"2.a","71E9","27.2.a"
"2.a","72E9","27.2.a"
"2.a","73E9","27.2.a"
"2.a","74E9","27.2.a"
"2.b","77E9","27.2.b"
"2.b","78E9","27.2.b"
"2.b","79E9","27.2.b"
"2.b","80E9","27.2.b"
"2.b","82E9","27.2.b"
"2.b","83E9","27.2.b"
"2.b","84E9","27.2.b"
"2.b","85E9","27.2.b"
"2.b","86E9","27.2.b"
"2.b","87E9","27.2.b"
"2.b","88E9","27.2.b"
"2.b","89E9","27.2.b"
"2.b","90E9","27.2.b"
"2.b","91E9","27.2.b"
"2.b","92E9","27.2.b"
"2.b","93E9","27.2.b"
"2.b","94E9","27.2.b"
"2.b","95E9","27.2.b"
"2.b","96E9","27.2.b"
"2.b","97E9","27.2.b"
"2.b","98E9","27.2.b"
"2.a","53F0","27.2.a"
"2.a","54F0","27.2.a"
"2.a","55F0","27.2.a"
"2.a","56F0","27.2.a"
"2.a","57F0","27.2.a"
"2.a","60F0","27.2.a"
"2.a","61F0","27.2.a"
"2.a","62F0","27.2.a"
"2.a","63F0","27.2.a"
"2.a","64F0","27.2.a"
"2.a","65F0","27.2.a"
"2.a","66F0","27.2.a"
"2.a","69F0","27.2.a"
"2.a","70F0","27.2.a"
"2.a","71F0","27.2.a"
"2.a","72F0","27.2.a"
"2.a","73F0","27.2.a"
"2.a","74F0","27.2.a"
"2.b","76F0","27.2.b"
"2.b","77F0","27.2.b"
"2.b","78F0","27.2.b"
"2.b","79F0","27.2.b"
"2.b","82F0","27.2.b"
"2.b","83F0","27.2.b"
"2.b","84F0","27.2.b"
"2.b","85F0","27.2.b"
"2.b","86F0","27.2.b"
"2.b","87F0","27.2.b"
"2.b","88F0","27.2.b"
"2.b","89F0","27.2.b"
"2.b","90F0","27.2.b"
"2.b","91F0","27.2.b"
"2.b","92F0","27.2.b"
"2.b","93F0","27.2.b"
"2.b","94F0","27.2.b"
"2.b","95F0","27.2.b"
"2.b","96F0","27.2.b"
"2.b","97F0","27.2.b"
"2.b","98F0","27.2.b"
"2.a","53F1","27.2.a"
"2.a","54F1","27.2.a"
"2.a","55F1","27.2.a"
"2.a","56F1","27.2.a"
"2.a","57F1","27.2.a"
"2.a","58F1","27.2.a"
"2.a","61F1","27.2.a"
"2.a","62F1","27.2.a"
"2.a","63F1","27.2.a"
"2.a","64F1","27.2.a"
"2.a","65F1","27.2.a"
"2.a","66F1","27.2.a"
"2.a","67F1","27.2.a"
"2.a","71F1","27.2.a"
"2.a","72F1","27.2.a"
"2.b","76F1","27.2.b"
"2.b","77F1","27.2.b"
"2.b","78F1","27.2.b"
"2.b","79F1","27.2.b"
"2.b","81F1","27.2.b"
"2.b","82F1","27.2.b"
"2.b","83F1","27.2.b"
"2.b","84F1","27.2.b"
"2.b","85F1","27.2.b"
"2.b","86F1","27.2.b"
"2.b","87F1","27.2.b"
"2.b","88F1","27.2.b"
"2.b","89F1","27.2.b"
"2.b","90F1","27.2.b"
"2.b","91F1","27.2.b"
"2.b","92F1","27.2.b"
"2.b","93F1","27.2.b"
"2.b","94F1","27.2.b"
"2.b","95F1","27.2.b"
"2.b","96F1","27.2.b"
"2.b","97F1","27.2.b"
"2.b","98F1","27.2.b"
"2.a","53F2","27.2.a"
"2.a","54F2","27.2.a"
"2.a","55F2","27.2.a"
"2.a","56F2","27.2.a"
"2.a","57F2","27.2.a"
"2.a","58F2","27.2.a"
"2.a","59F2","27.2.a"
"2.a","62F2","27.2.a"
"2.a","63F2","27.2.a"
"2.a","64F2","27.2.a"
"2.a","65F2","27.2.a"
"2.a","66F2","27.2.a"
"2.a","67F2","27.2.a"
"2.a","68F2","27.2.a"
"2.a","69F2","27.2.a"
"2.a","74F2","27.2.a"
"2.a","75F2","27.2.a"
"2.b","76F2","27.2.b"
"2.b","77F2","27.2.b"
"2.b","78F2","27.2.b"
"2.b","81F2","27.2.b"
"2.b","82F2","27.2.b"
"2.b","83F2","27.2.b"
"2.b","84F2","27.2.b"
"2.b","85F2","27.2.b"
"2.b","86F2","27.2.b"
"2.b","87F2","27.2.b"
"2.b","88F2","27.2.b"
"2.b","89F2","27.2.b"
