"Area_27","ICESNAME","Area"
"7.b","34E0","27.7.b"
"7.b","35E0","27.7.b"
"7.b","36E0","27.7.b"
"7.b","37E0","27.7.b"
"6.a","38E0","27.6.a"
"6.a","39E0","27.6.a"
"6.a","40E0","27.6.a"
"6.a","41E0","27.6.a"
"6.a","42E0","27.6.a"
"6.a","43E0","27.6.a"
"6.a","44E0","27.6.a"
"6.a","45E0","27.6.a"
"6.a","46E0","27.6.a"
"6.a","47E0","27.6.a"
"6.a","48E0","27.6.a"
"5.b.2","49E0","27.5.b.2"
"5.b.2","50E0","27.5.b.2"
"5.b.2","51E0","27.5.b.2"
"5.b.1.b","52E0","27.5.b.1.b"
"5.b.1.b","53E0","27.5.b.1.b"
"5.b.1.b","54E0","27.5.b.1.b"
"2.a.2","55E0","27.2.a.2"
"2.a.2","56E0","27.2.a.2"
"2.a.2","57E0","27.2.a.2"
"2.a.2","58E0","27.2.a.2"
"2.a.2","59E0","27.2.a.2"
"2.a.2","60E0","27.2.a.2"
"2.a.2","61E0","27.2.a.2"
"2.a.2","62E0","27.2.a.2"
"2.a.2","63E0","27.2.a.2"
"2.a.2","64E0","27.2.a.2"
"2.a.2","65E0","27.2.a.2"
"2.a.2","66E0","27.2.a.2"
"2.a.2","67E0","27.2.a.2"
"2.a.2","68E0","27.2.a.2"
"2.a.2","69E0","27.2.a.2"
"2.a.2","70E0","27.2.a.2"
"2.a.2","71E0","27.2.a.2"
"2.a.2","72E0","27.2.a.2"
"2.a.2","73E0","27.2.a.2"
"2.a.2","74E0","27.2.a.2"
"2.a.2","75E0","27.2.a.2"
"2.b.2","76E0","27.2.b.2"
"2.b.2","77E0","27.2.b.2"
"2.b.2","78E0","27.2.b.2"
"2.b.2","79E0","27.2.b.2"
"2.b.2","80E0","27.2.b.2"
"2.b.2","81E0","27.2.b.2"
"2.b.2","82E0","27.2.b.2"
"2.b.2","83E0","27.2.b.2"
"2.b.2","84E0","27.2.b.2"
"2.b.2","85E0","27.2.b.2"
"2.b.2","86E0","27.2.b.2"
"2.b.2","87E0","27.2.b.2"
"2.b.2","88E0","27.2.b.2"
"2.b.2","89E0","27.2.b.2"
"2.b.2","90E0","27.2.b.2"
"2.b.2","91E0","27.2.b.2"
"2.b.2","92E0","27.2.b.2"
"2.b.2","93E0","27.2.b.2"
"2.b.2","94E0","27.2.b.2"
"2.b.2","95E0","27.2.b.2"
"2.b.2","96E0","27.2.b.2"
"2.b.2","97E0","27.2.b.2"
"2.b.2","98E0","27.2.b.2"
"9.a","01E1","27.9.a"
"9.a","02E1","27.9.a"
"9.a","03E1","27.9.a"
"9.a","04E1","27.9.a"
"9.a","05E1","27.9.a"
"9.a","06E1","27.9.a"
"9.a","07E1","27.9.a"
"9.a","08E1","27.9.a"
"9.a","09E1","27.9.a"
"9.a","10E1","27.9.a"
"9.a","11E1","27.9.a"
"9.a","12E1","27.9.a"
"9.a","13E1","27.9.a"
"9.a","14E1","27.9.a"
"8.c","15E1","27.8.c"
"8.c","16E1","27.8.c"
"8.c","17E1","27.8.c"
"8.d.2","18E1","27.8.d.2"
"8.d.2","19E1","27.8.d.2"
"8.d.2","20E1","27.8.d.2"
"8.d.2","21E1","27.8.d.2"
"8.d.2","22E1","27.8.d.2"
"8.d.2","23E1","27.8.d.2"
"8.d.2","24E1","27.8.d.2"
"7.h","25E1","27.7.h"
"7.h","26E1","27.7.h"
"7.h","27E1","27.7.h"
"7.h","28E1","27.7.h"
"7.g","29E1","27.7.g"
"7.g","30E1","27.7.g"
"7.g","31E1","27.7.g"
"7.g","32E1","27.7.g"
"7.b","35E1","27.7.b"
"6.a","38E1","27.6.a"
"6.a","39E1","27.6.a"
"6.a","40E1","27.6.a"
"6.a","41E1","27.6.a"
"6.a","42E1","27.6.a"
"6.a","43E1","27.6.a"
"6.a","44E1","27.6.a"
"6.a","45E1","27.6.a"
"6.a","46E1","27.6.a"
"6.a","47E1","27.6.a"
"6.a","48E1","27.6.a"
"5.b.2","49E1","27.5.b.2"
"5.b.2","50E1","27.5.b.2"
"5.b.2","51E1","27.5.b.2"
"5.b.1.b","52E1","27.5.b.1.b"
"5.b.1.b","53E1","27.5.b.1.b"
"5.b.1.b","54E1","27.5.b.1.b"
"2.a.2","55E1","27.2.a.2"
"2.a.2","56E1","27.2.a.2"
"2.a.2","57E1","27.2.a.2"
"2.a.2","58E1","27.2.a.2"
"2.a.2","59E1","27.2.a.2"
"2.a.2","60E1","27.2.a.2"
"2.a.2","61E1","27.2.a.2"
"2.a.2","62E1","27.2.a.2"
"2.a.2","63E1","27.2.a.2"
"2.a.2","64E1","27.2.a.2"
"2.a.2","65E1","27.2.a.2"
"2.a.2","66E1","27.2.a.2"
"2.a.2","67E1","27.2.a.2"
"2.a.2","68E1","27.2.a.2"
"2.a.2","69E1","27.2.a.2"
"2.a.2","70E1","27.2.a.2"
"2.a.2","71E1","27.2.a.2"
"2.a.2","72E1","27.2.a.2"
"2.a.2","73E1","27.2.a.2"
"2.a.2","74E1","27.2.a.2"
"2.a.2","75E1","27.2.a.2"
"2.b.2","76E1","27.2.b.2"
"2.b.2","77E1","27.2.b.2"
"2.b.2","78E1","27.2.b.2"
"2.b.2","79E1","27.2.b.2"
"2.b.2","80E1","27.2.b.2"
"2.b.2","81E1","27.2.b.2"
"2.b.2","82E1","27.2.b.2"
"2.b.2","83E1","27.2.b.2"
"2.b.2","84E1","27.2.b.2"
"2.b.2","85E1","27.2.b.2"
"2.b.2","86E1","27.2.b.2"
"2.b.2","87E1","27.2.b.2"
"2.b.2","88E1","27.2.b.2"
"2.b.2","89E1","27.2.b.2"
"2.b.2","90E1","27.2.b.2"
"2.b.2","91E1","27.2.b.2"
"2.b.2","92E1","27.2.b.2"
"2.b.2","93E1","27.2.b.2"
"2.b.2","94E1","27.2.b.2"
"2.b.2","95E1","27.2.b.2"
"2.b.2","96E1","27.2.b.2"
"2.b.2","97E1","27.2.b.2"
"2.b.2","98E1","27.2.b.2"
"9.a","01E2","27.9.a"
"9.a","02E2","27.9.a"
"9.a","03E2","27.9.a"
"8.c","15E2","27.8.c"
"8.c","16E2","27.8.c"
"8.c","17E2","27.8.c"
"8.d.2","18E2","27.8.d.2"
"8.d.2","19E2","27.8.d.2"
"8.d.2","20E2","27.8.d.2"
"8.d.2","21E2","27.8.d.2"
"8.d.2","22E2","27.8.d.2"
"8.d.2","23E2","27.8.d.2"
"8.a","24E2","27.8.a"
"7.h","25E2","27.7.h"
"7.h","26E2","27.7.h"
"7.h","27E2","27.7.h"
"7.h","28E2","27.7.h"
"7.g","29E2","27.7.g"
"7.g","30E2","27.7.g"
"7.g","31E2","27.7.g"
"7.g","32E2","27.7.g"
"7.a","33E2","27.7.a"
"6.a","38E2","27.6.a"
"6.a","39E2","27.6.a"
"6.a","40E2","27.6.a"
"6.a","41E2","27.6.a"
"6.a","42E2","27.6.a"
"6.a","43E2","27.6.a"
"6.a","44E2","27.6.a"
"6.a","45E2","27.6.a"
"6.a","46E2","27.6.a"
"6.a","47E2","27.6.a"
"6.a","48E2","27.6.a"
"5.b.1.b","49E2","27.5.b.1.b"
"5.b.1.b","52E2","27.5.b.1.b"
"5.b.1.b","53E2","27.5.b.1.b"
"5.b.1.b","54E2","27.5.b.1.b"
"2.a.2","55E2","27.2.a.2"
"2.a.2","56E2","27.2.a.2"
"2.a.2","57E2","27.2.a.2"
"2.a.2","58E2","27.2.a.2"
"2.a.2","59E2","27.2.a.2"
"2.a.2","60E2","27.2.a.2"
"2.a.2","61E2","27.2.a.2"
"2.a.2","62E2","27.2.a.2"
"2.a.2","63E2","27.2.a.2"
"2.a.2","64E2","27.2.a.2"
"2.a.2","65E2","27.2.a.2"
"2.a.2","66E2","27.2.a.2"
"2.a.2","67E2","27.2.a.2"
"2.a.2","68E2","27.2.a.2"
"2.a.2","69E2","27.2.a.2"
"2.a.2","70E2","27.2.a.2"
"2.a.2","71E2","27.2.a.2"
"2.a.2","72E2","27.2.a.2"
"2.a.2","73E2","27.2.a.2"
"2.a.2","74E2","27.2.a.2"
"2.a.2","75E2","27.2.a.2"
"2.b.2","76E2","27.2.b.2"
"2.b.2","77E2","27.2.b.2"
"2.b.2","78E2","27.2.b.2"
"2.b.2","79E2","27.2.b.2"
"2.b.2","80E2","27.2.b.2"
"2.b.2","81E2","27.2.b.2"
"2.b.2","82E2","27.2.b.2"
"2.b.2","83E2","27.2.b.2"
"2.b.2","84E2","27.2.b.2"
"2.b.2","85E2","27.2.b.2"
"2.b.2","86E2","27.2.b.2"
"2.b.2","87E2","27.2.b.2"
"2.b.2","88E2","27.2.b.2"
"2.b.2","89E2","27.2.b.2"
"2.b.2","90E2","27.2.b.2"
"2.b.2","91E2","27.2.b.2"
"2.b.2","92E2","27.2.b.2"
"2.b.2","93E2","27.2.b.2"
"2.b.2","94E2","27.2.b.2"
"2.b.2","95E2","27.2.b.2"
"2.b.2","96E2","27.2.b.2"
"2.b.2","97E2","27.2.b.2"
"2.b.2","98E2","27.2.b.2"
"9.a","01E3","27.9.a"
"9.a","02E3","27.9.a"
"9.a","03E3","27.9.a"
"8.c","16E3","27.8.c"
"8.c","17E3","27.8.c"
"8.d.2","18E3","27.8.d.2"
"8.d.2","19E3","27.8.d.2"
"8.d.2","20E3","27.8.d.2"
"8.d.2","21E3","27.8.d.2"
"8.d.2","22E3","27.8.d.2"
"8.d.2","23E3","27.8.d.2"
"8.a","24E3","27.8.a"
"7.h","25E3","27.7.h"
"7.h","26E3","27.7.h"
"7.h","27E3","27.7.h"
"7.e","28E3","27.7.e"
"7.f","29E3","27.7.f"
"7.g","30E3","27.7.g"
"7.g","31E3","27.7.g"
"7.g","32E3","27.7.g"
"7.a","33E3","27.7.a"
"7.a","34E3","27.7.a"
"7.a","35E3","27.7.a"
"7.a","36E3","27.7.a"
"7.a","37E3","27.7.a"
"6.a","39E3","27.6.a"
"6.a","40E3","27.6.a"
"6.a","41E3","27.6.a"
"6.a","42E3","27.6.a"
"6.a","43E3","27.6.a"
"6.a","44E3","27.6.a"
"6.a","45E3","27.6.a"
"6.a","46E3","27.6.a"
"6.a","47E3","27.6.a"
"6.a","48E3","27.6.a"
"5.b.1.b","49E3","27.5.b.1.b"
"5.b.1.b","50E3","27.5.b.1.b"
"5.b.1.b","51E3","27.5.b.1.b"
"5.b.1.b","52E3","27.5.b.1.b"
"5.b.1.b","53E3","27.5.b.1.b"
"5.b.1.b","54E3","27.5.b.1.b"
"2.a.2","55E3","27.2.a.2"
"2.a.2","56E3","27.2.a.2"
"2.a.2","57E3","27.2.a.2"
"2.a.2","58E3","27.2.a.2"
"2.a.2","59E3","27.2.a.2"
"2.a.2","60E3","27.2.a.2"
"2.a.2","61E3","27.2.a.2"
"2.a.2","65E3","27.2.a.2"
"2.a.2","66E3","27.2.a.2"
"2.a.2","67E3","27.2.a.2"
"2.a.2","68E3","27.2.a.2"
"2.a.2","69E3","27.2.a.2"
"2.a.2","70E3","27.2.a.2"
"2.a.2","71E3","27.2.a.2"
"2.a.2","72E3","27.2.a.2"
"2.a.2","73E3","27.2.a.2"
"2.a.2","74E3","27.2.a.2"
"2.a.2","75E3","27.2.a.2"
"2.b.2","76E3","27.2.b.2"
"2.b.2","77E3","27.2.b.2"
"2.b.2","78E3","27.2.b.2"
"2.b.2","79E3","27.2.b.2"
"2.b.2","80E3","27.2.b.2"
"2.b.2","81E3","27.2.b.2"
"2.b.2","82E3","27.2.b.2"
"2.b.2","83E3","27.2.b.2"
"2.b.2","84E3","27.2.b.2"
"2.b.2","85E3","27.2.b.2"
"2.b.2","86E3","27.2.b.2"
"2.b.2","87E3","27.2.b.2"
"2.b.2","88E3","27.2.b.2"
"2.b.2","89E3","27.2.b.2"
"2.b.2","90E3","27.2.b.2"
"2.b.2","91E3","27.2.b.2"
"2.b.2","92E3","27.2.b.2"
"2.b.2","93E3","27.2.b.2"
"2.b.2","94E3","27.2.b.2"
"2.b.2","95E3","27.2.b.2"
"2.b.2","96E3","27.2.b.2"
"2.b.2","97E3","27.2.b.2"
"2.b.2","98E3","27.2.b.2"
"9.a","01E4","27.9.a"
"8.c","15E4","27.8.c"
"8.c","16E4","27.8.c"
"8.c","17E4","27.8.c"
"8.d.2","18E4","27.8.d.2"
"8.d.2","19E4","27.8.d.2"
"8.d.2","20E4","27.8.d.2"
"8.d.2","21E4","27.8.d.2"
"8.d.2","22E4","27.8.d.2"
"8.a","23E4","27.8.a"
"8.a","24E4","27.8.a"
"7.h","25E4","27.7.h"
"7.h","26E4","27.7.h"
"7.h","27E4","27.7.h"
"7.e","28E4","27.7.e"
"7.f","30E4","27.7.f"
"7.g","31E4","27.7.g"
"7.g","32E4","27.7.g"
"7.a","33E4","27.7.a"
"7.a","34E4","27.7.a"
"7.a","35E4","27.7.a"
"7.a","36E4","27.7.a"
"7.a","37E4","27.7.a"
"6.a","39E4","27.6.a"
"6.a","40E4","27.6.a"
"6.a","41E4","27.6.a"
"6.a","42E4","27.6.a"
"6.a","43E4","27.6.a"
"6.a","44E4","27.6.a"
"6.a","45E4","27.6.a"
"6.a","46E4","27.6.a"
"6.a","47E4","27.6.a"
"6.a","48E4","27.6.a"
"5.b.1.b","49E4","27.5.b.1.b"
"5.b.1.b","50E4","27.5.b.1.b"
"5.b.1.b","51E4","27.5.b.1.b"
"5.b.1.b","52E4","27.5.b.1.b"
"5.b.1.b","53E4","27.5.b.1.b"
"5.b.1.b","54E4","27.5.b.1.b"
"2.a.2","55E4","27.2.a.2"
"2.a.2","56E4","27.2.a.2"
"2.a.2","57E4","27.2.a.2"
"2.a.2","58E4","27.2.a.2"
"2.a.2","59E4","27.2.a.2"
"2.a.1","63E4","27.2.a.1"
"2.a.2","65E4","27.2.a.2"
"2.a.2","66E4","27.2.a.2"
"2.a.2","67E4","27.2.a.2"
"2.a.2","68E4","27.2.a.2"
"2.a.2","69E4","27.2.a.2"
"2.a.2","70E4","27.2.a.2"
"2.a.2","71E4","27.2.a.2"
"2.a.2","72E4","27.2.a.2"
"2.a.2","73E4","27.2.a.2"
"2.a.2","74E4","27.2.a.2"
"2.a.2","75E4","27.2.a.2"
"2.b.2","76E4","27.2.b.2"
"2.b.2","78E4","27.2.b.2"
"2.b.2","79E4","27.2.b.2"
"2.b.2","80E4","27.2.b.2"
"2.b.2","81E4","27.2.b.2"
"2.b.2","82E4","27.2.b.2"
"2.b.2","83E4","27.2.b.2"
"2.b.2","84E4","27.2.b.2"
"2.b.2","85E4","27.2.b.2"
"2.b.2","86E4","27.2.b.2"
"2.b.2","87E4","27.2.b.2"
"2.b.2","88E4","27.2.b.2"
"2.b.2","89E4","27.2.b.2"
"2.b.2","90E4","27.2.b.2"
"2.b.2","91E4","27.2.b.2"
"2.b.2","92E4","27.2.b.2"
"2.b.2","93E4","27.2.b.2"
"2.b.2","94E4","27.2.b.2"
"2.b.2","95E4","27.2.b.2"
"2.b.2","96E4","27.2.b.2"
"2.b.2","97E4","27.2.b.2"
"2.b.2","98E4","27.2.b.2"
"8.c","15E5","27.8.c"
"8.c","16E5","27.8.c"
"8.c","17E5","27.8.c"
"8.d.2","18E5","27.8.d.2"
"8.d.2","19E5","27.8.d.2"
"8.d.2","20E5","27.8.d.2"
"8.a","21E5","27.8.a"
"8.a","22E5","27.8.a"
"8.a","23E5","27.8.a"
"8.a","24E5","27.8.a"
"7.e","25E5","27.7.e"
"7.e","26E5","27.7.e"
"7.e","27E5","27.7.e"
"7.e","28E5","27.7.e"
"7.e","29E5","27.7.e"
"7.f","30E5","27.7.f"
"7.f","31E5","27.7.f"
"7.a","33E5","27.7.a"
"7.a","34E5","27.7.a"
"7.a","35E5","27.7.a"
"7.a","36E5","27.7.a"
"7.a","37E5","27.7.a"
"6.a","39E5","27.6.a"
"6.a","40E5","27.6.a"
"6.a","41E5","27.6.a"
"4.a","43E5","27.4.a"
"4.a","44E5","27.4.a"
"6.a","45E5","27.6.a"
"6.a","46E5","27.6.a"
"6.a","47E5","27.6.a"
"6.a","48E5","27.6.a"
"6.a","49E5","27.6.a"
"5.b.1.b","50E5","27.5.b.1.b"
"5.b.1.b","51E5","27.5.b.1.b"
"5.b.1.b","52E5","27.5.b.1.b"
"5.b.1.b","53E5","27.5.b.1.b"
"5.b.1.b","54E5","27.5.b.1.b"
"2.a.2","55E5","27.2.a.2"
"2.a.2","56E5","27.2.a.2"
"2.a.2","57E5","27.2.a.2"
"2.a.2","58E5","27.2.a.2"
"2.a.2","59E5","27.2.a.2"
"2.a.1","61E5","27.2.a.1"
"2.a.1","62E5","27.2.a.1"
"2.a.1","63E5","27.2.a.1"
"2.a.2","66E5","27.2.a.2"
"2.a.2","67E5","27.2.a.2"
"2.a.2","68E5","27.2.a.2"
"2.a.2","69E5","27.2.a.2"
"2.a.2","70E5","27.2.a.2"
"2.a.2","71E5","27.2.a.2"
"2.a.2","72E5","27.2.a.2"
"2.a.2","73E5","27.2.a.2"
"2.a.2","74E5","27.2.a.2"
"2.a.2","75E5","27.2.a.2"
"2.b.2","76E5","27.2.b.2"
"2.b.2","82E5","27.2.b.2"
"2.b.2","83E5","27.2.b.2"
"2.b.2","84E5","27.2.b.2"
"2.b.2","85E5","27.2.b.2"
"2.b.2","86E5","27.2.b.2"
"2.b.2","87E5","27.2.b.2"
"2.b.2","88E5","27.2.b.2"
"2.b.2","89E5","27.2.b.2"
"2.b.2","90E5","27.2.b.2"
"2.b.2","91E5","27.2.b.2"
"2.b.2","92E5","27.2.b.2"
"2.b.2","93E5","27.2.b.2"
"2.b.2","94E5","27.2.b.2"
"2.b.2","95E5","27.2.b.2"
"2.b.2","96E5","27.2.b.2"
"2.b.2","97E5","27.2.b.2"
"2.b.2","98E5","27.2.b.2"
"8.c","15E6","27.8.c"
"8.c","16E6","27.8.c"
"8.c","17E6","27.8.c"
"8.d.2","18E6","27.8.d.2"
"8.d.2","19E6","27.8.d.2"
"8.b","20E6","27.8.b"
"8.a","21E6","27.8.a"
"8.a","22E6","27.8.a"
"8.a","23E6","27.8.a"
"8.a","24E6","27.8.a"
"7.e","26E6","27.7.e"
"7.e","27E6","27.7.e"
"7.e","28E6","27.7.e"
"7.e","29E6","27.7.e"
"7.e","30E6","27.7.e"
"7.f","31E6","27.7.f"
"7.f","32E6","27.7.f"
"7.a","34E6","27.7.a"
"7.a","35E6","27.7.a"
"7.a","36E6","27.7.a"
"7.a","37E6","27.7.a"
"7.a","38E6","27.7.a"
"7.a","39E6","27.7.a"
"4.b","40E6","27.4.b"
"4.b","41E6","27.4.b"
"4.a","44E6","27.4.a"
"4.a","45E6","27.4.a"
"4.a","46E6","27.4.a"
"4.a","47E6","27.4.a"
"4.a","48E6","27.4.a"
"4.a","49E6","27.4.a"
"4.a","50E6","27.4.a"
"4.a","51E6","27.4.a"
"4.a","52E6","27.4.a"
"2.a.2","53E6","27.2.a.2"
"2.a.2","54E6","27.2.a.2"
"2.a.2","55E6","27.2.a.2"
"2.a.2","56E6","27.2.a.2"
"2.a.2","57E6","27.2.a.2"
"2.a.2","58E6","27.2.a.2"
"2.a.1","61E6","27.2.a.1"
"2.a.1","62E6","27.2.a.1"
"2.a.1","63E6","27.2.a.1"
"2.a.1","64E6","27.2.a.1"
"2.a.2","66E6","27.2.a.2"
"2.a.2","67E6","27.2.a.2"
"2.a.2","68E6","27.2.a.2"
"2.a.2","69E6","27.2.a.2"
"2.a.2","70E6","27.2.a.2"
"2.a.2","71E6","27.2.a.2"
"2.a.2","72E6","27.2.a.2"
"2.a.2","73E6","27.2.a.2"
"2.a.2","74E6","27.2.a.2"
"2.a.2","75E6","27.2.a.2"
"2.b.2","76E6","27.2.b.2"
"2.b.1","78E6","27.2.b.1"
"2.b.1","79E6","27.2.b.1"
"2.b.1","80E6","27.2.b.1"
"2.b.2","83E6","27.2.b.2"
"2.b.2","84E6","27.2.b.2"
"2.b.2","85E6","27.2.b.2"
"2.b.2","86E6","27.2.b.2"
"2.b.2","87E6","27.2.b.2"
"2.b.2","88E6","27.2.b.2"
"2.b.2","89E6","27.2.b.2"
"2.b.2","90E6","27.2.b.2"
"2.b.2","91E6","27.2.b.2"
"2.b.2","92E6","27.2.b.2"
"2.b.2","93E6","27.2.b.2"
"2.b.2","94E6","27.2.b.2"
"2.b.2","95E6","27.2.b.2"
"2.b.2","96E6","27.2.b.2"
"2.b.2","97E6","27.2.b.2"
"2.b.2","98E6","27.2.b.2"
"8.c","15E7","27.8.c"
"8.c","16E7","27.8.c"
"8.c","17E7","27.8.c"
"8.b","18E7","27.8.b"
"8.b","19E7","27.8.b"
"8.b","20E7","27.8.b"
"8.a","21E7","27.8.a"
"8.a","22E7","27.8.a"
"8.a","23E7","27.8.a"
"8.a","24E7","27.8.a"
"7.e","26E7","27.7.e"
"7.e","27E7","27.7.e"
"7.e","28E7","27.7.e"
"7.e","29E7","27.7.e"
"7.f","31E7","27.7.f"
"7.f","32E7","27.7.f"
"7.a","35E7","27.7.a"
"7.a","36E7","27.7.a"
"7.a","37E7","27.7.a"
"4.b","40E7","27.4.b"
"4.b","41E7","27.4.b"
"4.b","42E7","27.4.b"
"4.b","43E7","27.4.b"
"4.a","44E7","27.4.a"
"4.a","45E7","27.4.a"
"4.a","46E7","27.4.a"
"4.a","47E7","27.4.a"
"4.a","48E7","27.4.a"
"4.a","49E7","27.4.a"
"4.a","50E7","27.4.a"
"4.a","51E7","27.4.a"
"4.a","52E7","27.4.a"
"2.a.2","53E7","27.2.a.2"
"2.a.2","54E7","27.2.a.2"
"2.a.2","55E7","27.2.a.2"
"2.a.2","56E7","27.2.a.2"
"2.a.2","57E7","27.2.a.2"
"2.a.2","58E7","27.2.a.2"
"2.a.1","60E7","27.2.a.1"
"2.a.1","61E7","27.2.a.1"
"2.a.1","62E7","27.2.a.1"
"2.a.1","63E7","27.2.a.1"
"2.a.1","64E7","27.2.a.1"
"2.a.2","66E7","27.2.a.2"
"2.a.2","67E7","27.2.a.2"
"2.a.2","68E7","27.2.a.2"
"2.a.2","69E7","27.2.a.2"
"2.a.2","70E7","27.2.a.2"
"2.a.2","71E7","27.2.a.2"
"2.a.2","72E7","27.2.a.2"
"2.a.2","73E7","27.2.a.2"
"2.a.2","74E7","27.2.a.2"
"2.a.2","75E7","27.2.a.2"
"2.b.1","78E7","27.2.b.1"
"2.b.1","79E7","27.2.b.1"
"2.b.1","80E7","27.2.b.1"
"2.b.1","81E7","27.2.b.1"
"2.b.2","83E7","27.2.b.2"
"2.b.2","84E7","27.2.b.2"
"2.b.2","85E7","27.2.b.2"
"2.b.2","86E7","27.2.b.2"
"2.b.2","87E7","27.2.b.2"
"2.b.2","88E7","27.2.b.2"
"2.b.2","89E7","27.2.b.2"
"2.b.2","90E7","27.2.b.2"
"2.b.2","91E7","27.2.b.2"
"2.b.2","92E7","27.2.b.2"
"2.b.2","93E7","27.2.b.2"
"2.b.2","94E7","27.2.b.2"
"2.b.2","95E7","27.2.b.2"
"2.b.2","96E7","27.2.b.2"
"2.b.2","97E7","27.2.b.2"
"2.b.2","98E7","27.2.b.2"
"8.b","15E8","27.8.b"
"8.b","16E8","27.8.b"
"8.b","17E8","27.8.b"
"8.b","18E8","27.8.b"
"8.b","19E8","27.8.b"
"8.b","20E8","27.8.b"
"8.a","21E8","27.8.a"
"8.a","22E8","27.8.a"
"8.a","23E8","27.8.a"
"7.e","26E8","27.7.e"
"4.b","38E8","27.4.b"
"4.b","39E8","27.4.b"
"4.b","40E8","27.4.b"
"4.b","41E8","27.4.b"
"4.b","42E8","27.4.b"
"4.b","43E8","27.4.b"
"4.a","44E8","27.4.a"
"4.a","45E8","27.4.a"
"4.a","46E8","27.4.a"
"4.a","47E8","27.4.a"
"4.a","48E8","27.4.a"
"4.a","49E8","27.4.a"
"4.a","50E8","27.4.a"
"4.a","51E8","27.4.a"
"4.a","52E8","27.4.a"
"2.a.2","53E8","27.2.a.2"
"2.a.2","54E8","27.2.a.2"
"2.a.2","55E8","27.2.a.2"
"2.a.2","56E8","27.2.a.2"
"2.a.2","57E8","27.2.a.2"
"2.a.1","60E8","27.2.a.1"
"2.a.1","61E8","27.2.a.1"
"2.a.1","62E8","27.2.a.1"
"2.a.1","63E8","27.2.a.1"
"2.a.1","64E8","27.2.a.1"
"2.a.2","67E8","27.2.a.2"
"2.a.2","68E8","27.2.a.2"
"2.a.2","69E8","27.2.a.2"
"2.a.2","70E8","27.2.a.2"
"2.a.2","71E8","27.2.a.2"
"2.a.2","72E8","27.2.a.2"
"2.a.2","73E8","27.2.a.2"
"2.a.2","74E8","27.2.a.2"
"2.a.2","75E8","27.2.a.2"
"2.b.1","77E8","27.2.b.1"
"2.b.1","78E8","27.2.b.1"
"2.b.1","79E8","27.2.b.1"
"2.b.1","80E8","27.2.b.1"
"2.b.2","83E8","27.2.b.2"
"2.b.2","84E8","27.2.b.2"
"2.b.2","85E8","27.2.b.2"
"2.b.2","86E8","27.2.b.2"
"2.b.2","87E8","27.2.b.2"
"2.b.2","88E8","27.2.b.2"
"2.b.2","89E8","27.2.b.2"
"2.b.2","90E8","27.2.b.2"
"2.b.2","91E8","27.2.b.2"
"2.b.2","92E8","27.2.b.2"
"2.b.2","93E8","27.2.b.2"
"2.b.2","94E8","27.2.b.2"
"2.b.2","95E8","27.2.b.2"
"2.b.2","96E8","27.2.b.2"
"2.b.2","97E8","27.2.b.2"
"2.b.2","98E8","27.2.b.2"
"8.b","18E9","27.8.b"
"8.b","19E9","27.8.b"
"8.b","20E9","27.8.b"
"7.d","27E9","27.7.d"
"7.d","28E9","27.7.d"
"7.d","29E9","27.7.d"
"7.d","30E9","27.7.d"
"4.b","36E9","27.4.b"
"4.b","37E9","27.4.b"
"4.b","38E9","27.4.b"
"4.b","39E9","27.4.b"
"4.b","40E9","27.4.b"
"4.b","41E9","27.4.b"
"4.b","42E9","27.4.b"
"4.b","43E9","27.4.b"
"4.a","44E9","27.4.a"
"4.a","45E9","27.4.a"
"4.a","46E9","27.4.a"
"4.a","47E9","27.4.a"
"4.a","48E9","27.4.a"
"4.a","49E9","27.4.a"
"4.a","50E9","27.4.a"
"4.a","51E9","27.4.a"
"4.a","52E9","27.4.a"
"2.a.2","53E9","27.2.a.2"
"2.a.2","54E9","27.2.a.2"
"2.a.2","55E9","27.2.a.2"
"2.a.2","56E9","27.2.a.2"
"2.a.1","59E9","27.2.a.1"
"2.a.1","60E9","27.2.a.1"
"2.a.1","61E9","27.2.a.1"
"2.a.1","62E9","27.2.a.1"
"2.a.1","63E9","27.2.a.1"
"2.a.1","64E9","27.2.a.1"
"2.a.1","65E9","27.2.a.1"
"2.a.2","68E9","27.2.a.2"
"2.a.2","69E9","27.2.a.2"
"2.a.2","70E9","27.2.a.2"
"2.a.2","71E9","27.2.a.2"
"2.a.2","72E9","27.2.a.2"
"2.a.2","73E9","27.2.a.2"
"2.a.2","74E9","27.2.a.2"
"2.b.1","77E9","27.2.b.1"
"2.b.1","78E9","27.2.b.1"
"2.b.1","79E9","27.2.b.1"
"2.b.1","80E9","27.2.b.1"
"2.b.2","82E9","27.2.b.2"
"2.b.2","83E9","27.2.b.2"
"2.b.2","84E9","27.2.b.2"
"2.b.2","85E9","27.2.b.2"
"2.b.2","86E9","27.2.b.2"
"2.b.2","87E9","27.2.b.2"
"2.b.2","88E9","27.2.b.2"
"2.b.2","89E9","27.2.b.2"
"2.b.2","90E9","27.2.b.2"
"2.b.2","91E9","27.2.b.2"
"2.b.2","92E9","27.2.b.2"
"2.b.2","93E9","27.2.b.2"
"2.b.2","94E9","27.2.b.2"
"2.b.2","95E9","27.2.b.2"
"2.b.2","96E9","27.2.b.2"
"2.b.2","97E9","27.2.b.2"
"2.b.2","98E9","27.2.b.2"
"7.d","27F0","27.7.d"
"7.d","28F0","27.7.d"
